order_id;user_id;order_number;order_dow;order_hour_of_day;days_since_prior_order
632249;60083;2;4;9;1.0
2268188;77622;15;4;14;14.0
2399178;54574;8;2;2;8.0
2580472;172935;30;5;10;4.0
1926567;68856;4;1;10;24.0
2677851;47709;9;6;14;19.0
3313643;71041;18;3;20;14.0
3337237;155433;4;0;12;30.0
2108252;119455;14;2;20;9.0
1009904;21866;3;1;13;21.0
606751;179537;18;3;9;22.0
2885862;96259;51;1;6;15.0
431573;148792;19;2;6;1.0
738543;27176;18;3;11;26.0
2979540;73737;21;0;15;7.0
2954914;123763;34;0;11;18.0
1481464;125289;10;3;10;0.0
60991;105018;6;0;9;30.0
1765187;165643;42;5;9;1.0
455389;101375;8;6;16;5.0
1124855;57545;42;2;14;12.0
2308715;66259;7;5;9;5.0
235471;122572;1;4;16;
1580584;199967;20;4;16;5.0
2587262;155022;47;5;13;2.0
2408757;10170;4;1;15;27.0
319622;200866;20;4;18;10.0
2663485;74165;23;4;13;14.0
1340044;71601;41;1;13;1.0
3122707;123631;16;1;22;22.0
1871146;11838;2;1;21;22.0
2308240;142425;18;5;12;7.0
2160878;194713;37;5;14;7.0
892073;27170;21;2;9;1.0
36223;132430;2;5;16;30.0
2018240;92111;90;2;0;2.0
2296642;62663;16;5;16;19.0
2825701;95479;9;4;23;15.0
287017;16305;9;2;11;11.0
622590;122728;9;4;10;24.0
1423155;57301;6;2;19;30.0
1705656;171521;8;5;19;14.0
2076590;81970;49;5;14;4.0
2294747;73741;19;2;13;7.0
1941968;147111;13;0;14;7.0
3230524;162634;22;3;8;9.0
3081510;47000;13;1;12;30.0
2954262;5329;78;1;10;6.0
458766;169751;4;3;8;30.0
3071835;177947;8;1;11;7.0
738878;24714;14;2;14;4.0
2292674;156594;17;1;15;4.0
417824;18446;54;6;10;3.0
2519313;51490;29;0;17;7.0
886834;82551;6;3;16;22.0
3224793;91164;21;6;15;6.0
1246303;172443;43;1;14;6.0
801642;158985;3;0;19;28.0
2925581;98252;6;1;12;9.0
528272;103831;16;3;15;3.0
1662395;184414;71;2;12;6.0
544845;165857;46;0;12;7.0
1029177;104016;16;3;14;20.0
1977306;157486;5;0;8;7.0
335073;75475;6;6;15;30.0
2560740;72872;9;1;9;13.0
794203;194971;44;5;9;5.0
2796548;114384;9;0;10;1.0
1207023;2424;15;2;14;4.0
1481564;114308;11;1;10;12.0
149626;172944;9;4;13;14.0
3121884;114800;5;1;16;30.0
1453071;133976;4;6;14;11.0
1442444;109915;2;4;9;3.0
376283;57287;19;3;11;3.0
2389440;170280;11;2;6;5.0
104895;68588;23;3;7;16.0
2208586;137136;20;3;13;13.0
2969793;12110;7;5;17;30.0
467364;150388;16;1;15;7.0
586011;96678;11;6;14;18.0
2719032;39646;4;0;8;30.0
2478295;112531;11;0;11;6.0
1383569;179794;28;1;8;10.0
3408789;41583;14;3;10;7.0
1155522;91230;8;0;11;28.0
2994849;111943;3;2;11;5.0
3296180;91323;11;5;9;5.0
3182628;7077;15;6;9;4.0
1814921;190349;43;3;9;3.0
588396;14920;10;1;18;5.0
391581;133972;4;6;16;22.0
1145478;49643;43;1;4;9.0
1881837;74477;45;0;6;5.0
2357727;102336;4;1;11;17.0
3351301;160799;4;1;21;12.0
639489;195304;50;0;17;0.0
661596;57645;11;0;16;4.0
3222434;107581;6;1;11;26.0
133644;128259;1;2;20;
2488594;165436;4;2;11;30.0
2791154;83979;1;1;12;
2522148;138385;4;4;12;20.0
1578044;174631;7;1;11;14.0
112576;163085;5;4;11;11.0
1904564;139212;34;5;11;4.0
2507507;27538;7;1;12;15.0
1519800;101675;8;6;10;30.0
1620510;185027;31;2;10;2.0
289555;1957;2;4;17;3.0
3182701;198733;1;1;23;
2749669;8713;5;1;15;6.0
3160365;13892;5;4;11;14.0
2300299;47895;3;4;18;8.0
78534;157142;20;2;18;6.0
1787191;109088;15;0;10;8.0
40467;69084;32;0;15;5.0
1850076;129577;9;1;16;5.0
759554;105964;6;3;12;23.0
3088468;54841;9;2;13;1.0
2506871;204445;12;2;11;7.0
3281882;160137;3;1;13;5.0
2724464;184529;6;6;13;30.0
3056324;51664;9;0;21;7.0
3291173;149284;17;6;21;28.0
2755627;184308;13;5;19;17.0
2297383;11991;9;4;13;19.0
2697134;65320;12;0;0;5.0
814268;44321;1;4;17;
3368295;164699;47;5;9;4.0
1603096;130737;2;1;11;16.0
1314346;154068;32;4;13;4.0
974424;63466;29;6;12;8.0
2120116;121213;3;6;10;23.0
1919114;113082;1;4;18;
2691633;21472;5;4;14;4.0
2806067;160973;6;3;18;23.0
3104743;151182;4;0;21;7.0
2003691;190231;42;2;18;3.0
1936299;175767;10;0;11;8.0
1948691;135207;25;6;22;8.0
3168895;76894;18;1;9;7.0
1953781;182653;23;1;8;2.0
647751;33831;13;5;18;5.0
2691044;8664;22;6;14;0.0
738133;6890;1;6;18;
541235;203998;8;0;10;7.0
1058292;203244;22;4;19;25.0
1059509;125493;29;2;8;8.0
694576;44115;9;3;18;17.0
3075502;69730;3;1;14;3.0
1283945;25123;2;6;13;27.0
1091591;183288;17;4;8;0.0
2976135;191692;47;4;10;17.0
2542175;68048;14;0;8;30.0
1517251;57256;17;0;20;7.0
1908891;43830;6;4;12;2.0
3275011;19895;2;6;15;7.0
1470837;26200;6;5;0;10.0
650152;100026;8;2;12;6.0
582863;156;3;5;18;5.0
2594795;167572;4;4;16;0.0
1851395;189412;6;0;10;30.0
1013675;29767;15;1;11;30.0
1720538;179754;3;3;13;30.0
1071064;140163;1;5;14;
3258108;82532;5;2;8;0.0
1952059;6833;2;6;11;2.0
2144689;72019;11;1;10;7.0
2743207;158886;22;3;14;0.0
1858965;157298;9;3;14;14.0
2060926;199413;17;6;14;6.0
1425289;54543;21;3;11;0.0
2951719;135892;22;6;15;7.0
325627;94786;81;4;10;8.0
514265;37167;9;0;15;14.0
2034083;165654;21;5;15;5.0
2014138;14515;25;2;14;4.0
3111739;169432;11;1;10;7.0
2373652;139812;24;5;18;5.0
2008194;41697;17;5;8;6.0
3242491;104881;3;1;19;16.0
140833;40604;55;2;14;14.0
2562378;55636;4;6;14;3.0
586081;30670;19;4;7;7.0
265341;64184;2;2;13;8.0
3122230;9150;12;1;13;4.0
2406788;69171;31;1;13;11.0
164711;72516;38;3;14;11.0
1242550;40066;21;4;11;2.0
3313346;32084;2;5;16;5.0
3098157;150789;14;3;12;4.0
1942877;21931;32;0;13;6.0
2562641;179312;4;3;11;30.0
1598523;60509;34;5;23;0.0
1745006;98662;8;0;14;30.0
27342;82270;6;1;16;4.0
763434;175097;78;5;8;2.0
3267971;22497;6;5;7;4.0
2117031;193351;39;4;18;5.0
2093541;37042;21;3;9;30.0
401703;113384;63;5;15;3.0
2898614;154011;16;5;12;18.0
311359;51962;13;1;19;15.0
3407880;162135;45;2;15;6.0
2576633;80509;42;3;12;2.0
2802576;151453;20;0;15;5.0
145170;141392;13;5;13;2.0
1680294;30587;18;1;15;15.0
1321915;87000;70;0;9;4.0
3352485;120510;8;4;7;30.0
2656110;161628;11;4;13;11.0
643099;159152;40;3;14;0.0
2591536;201426;9;0;17;3.0
3067288;186195;3;3;17;30.0
1968343;75567;11;1;10;14.0
2654794;23744;61;5;12;1.0
700103;115539;27;5;20;6.0
1285235;121567;1;2;10;
1767436;84358;33;3;14;7.0
3370427;31801;17;5;10;9.0
1208650;94317;14;6;18;14.0
1395070;122002;7;0;12;8.0
3040176;63601;8;2;16;8.0
3174132;38309;1;1;21;
8355;156770;34;5;10;9.0
2766089;192672;3;6;15;13.0
973567;192049;13;1;16;4.0
707480;67968;18;1;12;2.0
3255454;203715;10;3;20;9.0
585523;144163;13;1;19;1.0
3282553;82270;5;4;15;11.0
1036884;60810;31;2;0;5.0
2901290;7658;46;6;18;0.0
422735;141106;80;1;12;3.0
3242399;179380;5;6;23;4.0
3288574;462;43;1;20;6.0
2078357;98564;27;6;13;10.0
2525879;2899;20;6;19;3.0
1759386;105574;16;6;8;7.0
1633066;41534;25;2;16;22.0
3113580;89954;4;0;9;30.0
444728;107475;27;2;20;2.0
832555;135650;31;2;14;8.0
3035892;63155;16;5;10;30.0
329653;163283;27;2;14;1.0
2493721;164720;13;5;9;10.0
2840222;13951;39;0;13;4.0
1417871;206143;7;6;18;8.0
1235170;119128;16;0;10;9.0
1439958;102288;58;6;9;4.0
60624;109164;40;3;9;8.0
155483;99570;74;1;19;5.0
2516431;156849;2;6;20;8.0
2547487;156648;7;5;10;30.0
2929926;98098;15;6;19;2.0
248479;130958;68;3;12;2.0
2087217;127339;9;4;11;8.0
2431598;62898;4;3;10;16.0
103667;99352;65;1;9;5.0
424131;84256;23;4;17;7.0
3339621;58672;7;1;18;17.0
2388138;45702;3;0;6;5.0
1539926;98514;59;5;8;2.0
1474837;112717;21;2;19;13.0
1637114;115340;32;0;19;7.0
3381013;165464;29;6;16;3.0
2006430;39832;20;2;16;1.0
368923;157743;1;3;15;
3160324;58827;2;4;16;7.0
3301579;20535;20;1;15;6.0
1445975;17910;7;0;2;30.0
1226037;13240;10;1;10;22.0
470842;40041;5;4;8;3.0
1376154;4006;26;3;14;2.0
1460840;74869;9;2;19;5.0
584066;22189;1;6;9;
1207312;76576;5;2;12;7.0
3416244;53918;5;3;17;16.0
1143778;144623;4;1;15;30.0
1283646;157536;18;3;19;9.0
406030;108396;24;4;20;12.0
3193201;122483;7;4;0;7.0
1082457;29789;7;6;10;30.0
526548;150113;11;4;16;17.0
1734093;92997;6;5;20;3.0
473352;172752;21;1;19;8.0
1249237;83395;4;1;12;23.0
2061006;87050;6;0;10;2.0
1295394;10350;10;1;16;30.0
3418321;82405;23;5;12;18.0
1700877;53521;14;5;13;5.0
2379868;35118;11;4;13;8.0
3382815;118228;11;1;8;6.0
1474969;190738;12;0;17;14.0
829716;160507;15;1;15;11.0
1497084;7378;6;1;12;15.0
1235847;196331;5;0;17;1.0
2591893;92004;5;4;6;19.0
973191;141314;1;1;15;
3333579;7054;11;3;12;6.0
1020357;17588;3;2;7;5.0
2890509;181316;9;0;13;4.0
104586;4262;5;1;14;12.0
2094536;61134;51;3;18;6.0
741037;87750;8;2;16;13.0
2413149;199679;5;1;9;11.0
2193249;141486;16;2;12;2.0
2363561;81440;8;3;11;6.0
1284516;89200;32;3;11;24.0
2463535;147825;8;0;1;30.0
1975337;5168;28;0;17;4.0
1480654;116743;29;4;16;10.0
254300;196216;1;3;10;
2118130;118935;25;1;8;8.0
2750732;161984;19;2;14;6.0
1473636;58479;1;1;15;
2669997;43286;12;4;11;10.0
1187157;145122;1;5;15;
1409716;119936;5;4;17;19.0
1084289;197129;37;5;15;5.0
365139;53690;7;1;15;12.0
911890;95861;64;2;11;3.0
302812;7980;9;3;12;13.0
2471322;86641;3;6;18;17.0
1395116;169154;2;6;17;1.0
10939;34396;75;5;14;1.0
1548395;29615;31;1;16;3.0
164100;2756;9;1;10;3.0
1484257;47317;13;3;18;8.0
297734;149312;5;6;12;11.0
104182;146161;9;5;22;3.0
2778965;140406;26;1;12;7.0
1730743;203838;25;5;8;4.0
1183326;126003;8;5;9;3.0
2475100;192003;21;1;8;6.0
3302846;194031;16;1;14;2.0
1324863;99093;42;1;13;7.0
229938;94585;68;0;8;1.0
2593063;42382;12;5;12;7.0
993016;80221;3;1;16;5.0
773960;190766;7;6;20;24.0
703726;115742;4;1;14;9.0
606903;34225;5;0;14;18.0
2290383;128293;22;2;20;9.0
2461900;5293;22;0;14;8.0
2389907;12993;34;3;18;3.0
1630393;13241;12;6;19;8.0
1426195;92115;9;3;18;16.0
3406962;179444;8;1;20;8.0
1969078;123619;44;4;9;7.0
1015029;110340;9;6;15;7.0
2849832;179354;8;2;12;13.0
2352657;64932;21;5;14;9.0
2318870;57848;14;4;13;29.0
3075989;82349;4;0;21;12.0
513205;168422;21;0;11;8.0
2388657;36043;10;3;6;30.0
441437;14120;25;3;14;7.0
1786358;134240;7;3;16;30.0
625025;12162;6;2;5;7.0
2495022;34547;7;4;12;30.0
2113187;38016;5;1;14;2.0
2557025;107523;99;2;11;7.0
2138662;62596;9;1;12;23.0
3220466;122125;3;0;17;24.0
2881489;115205;6;3;15;10.0
1148440;35771;20;1;10;8.0
1830675;204729;9;2;18;14.0
1479198;186892;20;3;14;7.0
1154413;103323;3;0;14;30.0
3282198;159447;7;6;8;30.0
3086326;22813;15;3;17;11.0
886829;32443;7;0;16;21.0
759858;84313;14;2;11;3.0
24502;124848;7;3;13;3.0
798617;165954;6;6;16;30.0
862923;121119;16;0;17;30.0
2202356;72754;32;0;10;6.0
1582741;156153;3;3;14;14.0
2404556;153309;3;6;17;6.0
2164942;59810;32;6;12;6.0
2664203;69320;5;4;11;5.0
2387274;59365;93;3;13;3.0
180282;124497;2;3;6;20.0
1824019;71007;20;5;13;5.0
73351;1861;5;3;15;18.0
1278662;167942;4;5;13;30.0
3340208;81222;16;2;19;26.0
2870351;158761;2;2;14;30.0
352479;64510;8;3;14;2.0
3366289;107780;11;4;11;3.0
182030;99869;2;2;12;5.0
3168722;178957;3;6;12;5.0
1453598;42389;3;6;14;7.0
1781953;73105;48;1;15;1.0
2558950;37750;43;4;17;6.0
1821909;45929;10;6;8;24.0
1253356;5042;21;1;7;3.0
1528399;14357;3;3;12;19.0
2694027;30328;8;0;18;11.0
684603;111094;9;3;7;5.0
580034;73613;12;4;14;6.0
1882164;93276;40;3;18;12.0
2416370;200062;14;3;17;9.0
243587;153279;2;0;17;27.0
1618011;116156;18;4;17;8.0
2152180;118566;11;5;14;4.0
3096349;127876;26;5;17;9.0
2407876;77080;22;6;11;1.0
662515;100660;18;1;9;7.0
3195700;177458;99;2;18;4.0
389729;57795;3;6;9;16.0
3234073;168677;6;6;17;17.0
1698287;203701;1;2;14;
2591731;171615;3;2;13;4.0
2443573;97979;16;2;15;3.0
140927;189024;87;4;21;7.0
2810487;30067;26;1;11;6.0
593465;152792;30;0;8;7.0
1720640;107650;22;5;10;1.0
708113;198729;3;3;19;5.0
1319210;20020;37;0;14;8.0
2295882;5435;7;3;19;11.0
2219666;129593;4;0;10;30.0
965216;75677;1;5;20;
2226754;9158;32;2;21;2.0
1742512;18662;8;3;16;4.0
3130150;114796;43;2;11;9.0
296704;92700;1;4;10;
2449843;39948;20;0;9;25.0
3009555;191885;31;1;7;13.0
1160807;62131;2;0;17;11.0
2583554;141346;13;4;10;11.0
1027664;194674;6;4;12;30.0
741424;60920;6;6;12;30.0
3297555;28015;8;1;17;2.0
1538701;70509;25;0;21;2.0
2043419;50672;5;5;22;30.0
1634564;23658;5;2;9;30.0
2116429;151588;18;3;13;7.0
2003769;38349;2;1;14;30.0
2144170;89478;63;3;11;21.0
1681728;7319;6;4;17;0.0
457646;18702;46;0;19;3.0
415650;183321;1;1;20;
1442165;183252;4;4;13;13.0
2993502;37480;48;1;13;5.0
1667101;4582;3;0;12;5.0
2392933;87173;10;5;23;12.0
2046176;15961;59;4;18;4.0
178542;50739;4;2;15;5.0
1320920;145599;20;1;20;7.0
3119546;99479;10;2;10;8.0
612552;14630;5;2;23;30.0
55287;63407;8;6;15;30.0
1138311;88697;23;6;11;7.0
1795502;17040;3;3;12;30.0
1796137;188626;2;1;10;28.0
2200814;187470;1;5;12;
1461811;185562;36;2;9;7.0
2978170;113912;14;6;14;3.0
705251;91446;37;0;8;3.0
3215937;97531;2;0;8;30.0
374039;64806;2;4;20;3.0
2510459;41726;1;6;16;
263885;77471;2;2;15;30.0
2827996;155335;3;1;17;9.0
1600614;9534;48;4;19;5.0
724275;6311;1;5;22;
3203060;88771;33;1;13;9.0
2768918;91330;61;1;8;12.0
2237675;118550;5;3;15;5.0
3111640;55171;10;4;13;24.0
2969270;123084;20;3;17;13.0
1647122;93699;17;0;13;7.0
670252;148456;2;0;10;7.0
1280684;108707;9;1;20;30.0
603964;101490;8;4;9;4.0
233119;35201;34;6;12;3.0
321497;82925;49;1;12;4.0
1694548;8518;20;0;22;13.0
2776797;108628;29;0;18;14.0
201730;166541;2;4;10;18.0
2518778;171417;3;0;17;19.0
1648519;74673;11;2;20;5.0
3221271;21689;9;0;14;14.0
1720418;26940;2;5;10;30.0
1218149;96989;4;1;11;22.0
2281595;69114;33;3;13;10.0
2992101;97164;5;3;11;23.0
2261436;49216;9;0;15;9.0
726856;63988;3;4;11;16.0
1659470;99007;4;2;13;11.0
2517112;184673;35;1;16;3.0
3170193;173710;19;3;11;9.0
1132374;57316;11;6;12;10.0
2504938;200324;6;6;13;20.0
2103250;138227;12;6;16;5.0
2657954;175540;46;0;16;4.0
3031872;149289;5;2;22;10.0
1781788;133628;27;3;14;7.0
1595721;192200;8;1;17;23.0
2294455;105480;6;5;19;30.0
2524205;152854;14;5;14;9.0
164305;101021;24;5;17;7.0
936900;2916;26;0;16;7.0
1661982;18684;9;2;15;7.0
2748460;153282;5;0;16;12.0
236603;162350;9;2;12;4.0
2947425;113373;1;4;14;
1229907;68346;5;1;20;7.0
221245;167608;44;4;16;7.0
970834;46634;24;0;17;5.0
2212317;90256;8;1;17;30.0
588526;54829;1;2;21;
762746;181694;2;1;10;13.0
3067181;183549;2;3;18;22.0
2019381;79722;1;2;15;
2732191;152508;17;3;10;6.0
783592;132135;2;5;8;3.0
1588948;144020;36;1;14;3.0
2431379;47313;14;6;13;8.0
2375336;175400;2;5;15;1.0
1696162;116605;10;4;9;14.0
2170009;5621;11;1;16;30.0
2760469;107639;28;6;21;4.0
2785082;123105;14;2;19;30.0
3351958;148526;2;5;13;30.0
1432852;47525;11;5;11;4.0
2569230;193939;5;6;16;6.0
2607716;146294;2;5;16;28.0
1207092;86450;3;4;10;14.0
1952573;103644;58;0;15;4.0
3208706;185414;27;4;12;11.0
2529175;162335;13;2;10;7.0
81296;199894;51;2;14;6.0
2216611;81394;2;3;16;7.0
310773;97669;33;0;23;5.0
2766636;43851;13;0;10;7.0
1777071;2574;28;5;22;16.0
1442035;162948;4;6;15;6.0
398447;115412;9;5;14;3.0
194330;59273;1;6;8;
3135354;44075;16;1;16;6.0
3300777;181640;22;4;15;10.0
3204833;78802;5;6;17;30.0
3133559;47525;4;4;11;4.0
3096852;12772;38;6;18;2.0
1756131;48672;5;0;11;3.0
459920;94200;42;4;9;9.0
3182421;160791;11;0;9;28.0
861140;204862;5;1;19;28.0
1721610;25714;5;0;8;15.0
933809;13113;1;1;13;
2150475;99506;2;0;17;30.0
1560949;104467;17;0;12;6.0
2494621;41405;30;1;8;7.0
805998;26503;1;2;17;
2069857;66658;5;5;14;20.0
1244736;80877;4;4;16;30.0
106122;12407;30;2;10;7.0
1112250;56761;1;3;0;
650616;32443;3;1;16;30.0
2659945;47676;91;6;20;4.0
1613001;195380;36;4;9;5.0
2106345;22273;68;4;22;1.0
2674398;47941;5;5;13;0.0
175375;191733;11;6;10;9.0
1563282;58593;8;0;21;2.0
1391886;64534;9;3;9;23.0
589285;27300;32;2;13;12.0
631313;140284;2;1;9;27.0
1994138;29192;5;6;9;20.0
3075071;167139;34;6;8;3.0
2117454;93844;8;2;17;10.0
161329;177001;15;2;10;14.0
1879519;101393;29;5;21;9.0
3264782;16361;1;6;11;
1691455;19516;13;0;17;16.0
1279359;150;9;2;15;4.0
2345407;46893;16;3;9;4.0
2552739;189521;7;5;10;2.0
2058494;27752;2;1;11;14.0
186525;175354;6;0;11;4.0
725727;181154;3;1;15;9.0
3139277;131179;5;4;18;18.0
3057816;200760;53;2;15;5.0
2677537;100725;23;1;17;8.0
3044310;27492;15;2;20;3.0
2109538;169352;28;1;12;3.0
1807149;178326;11;6;12;1.0
1214155;74926;1;2;18;
1863867;93665;5;3;16;12.0
500332;48684;68;2;17;1.0
1812264;142762;8;6;13;2.0
1134177;77206;3;4;20;30.0
2864783;71896;15;0;16;4.0
6728;204863;3;0;19;5.0
3327086;48525;4;0;17;7.0
2996150;66863;4;0;14;15.0
1198418;114961;15;4;15;6.0
2823076;152095;7;0;8;9.0
3104101;56791;20;1;16;7.0
1306942;198734;17;5;12;30.0
3141089;94027;14;0;12;27.0
1049140;23440;5;4;17;12.0
763001;90074;27;6;10;13.0
818923;49619;15;6;14;3.0
2504318;170410;12;4;22;26.0
1904169;96417;8;1;10;30.0
1109392;119320;3;2;18;16.0
7115;75858;6;1;17;7.0
1854687;159550;12;4;9;1.0
2279228;154001;24;5;6;4.0
1876522;137982;4;6;18;12.0
221388;98210;24;3;10;30.0
1511653;189825;9;1;21;8.0
2532855;7895;2;3;9;5.0
3118064;91601;79;5;12;14.0
1066076;114800;1;2;10;
3093257;12319;35;0;22;3.0
2444838;139757;78;6;7;6.0
1370698;174046;20;1;7;3.0
2999989;204746;3;5;11;21.0
1522830;85177;18;2;20;11.0
834676;45303;2;3;18;30.0
574693;131922;3;6;16;13.0
3413961;138909;13;0;12;6.0
3249899;143768;7;4;16;3.0
3049937;43084;1;1;10;
979812;186112;59;2;17;7.0
3237675;87981;3;6;18;30.0
1329090;193184;4;5;8;26.0
1705613;203147;16;5;16;2.0
994147;138078;38;0;13;2.0
2293806;88624;2;2;11;29.0
2051271;174020;2;6;11;27.0
2976175;147879;17;4;15;10.0
3154152;192611;7;3;10;30.0
1553502;81177;3;0;11;30.0
2324194;150466;13;5;15;6.0
1556962;52555;9;0;12;8.0
968710;141878;13;4;16;2.0
571795;126551;1;4;9;
2912985;44578;7;3;9;4.0
2533432;137922;4;1;8;10.0
540112;128423;16;5;12;7.0
1594387;93927;8;0;13;21.0
3241723;35790;11;5;9;9.0
2413654;126097;10;3;17;3.0
1620681;50898;4;4;10;2.0
1387432;200014;4;5;16;30.0
1493273;87068;1;3;10;
3222109;50842;2;1;11;30.0
3190291;14474;16;5;14;8.0
2553375;198857;1;5;8;
1547629;185570;46;1;12;10.0
2869214;61003;9;0;12;5.0
2669921;190883;20;3;9;1.0
2139532;155985;5;0;14;7.0
61454;147978;1;4;6;
1045112;100720;33;3;15;9.0
830147;147631;1;3;13;
342784;80240;11;3;20;0.0
3076811;180729;6;1;10;7.0
3247341;89417;9;4;10;9.0
1340081;76438;39;2;9;11.0
1049291;7805;3;3;19;10.0
2479874;139967;16;6;10;14.0
368292;200783;21;3;3;7.0
2701332;166461;3;6;10;9.0
3414904;162855;7;5;20;16.0
1123456;97513;1;6;9;
593189;138845;1;6;11;
869158;116785;37;5;17;4.0
2853598;106723;38;6;7;7.0
1931451;172563;1;5;8;
2550613;184151;9;3;19;14.0
864147;160011;17;2;8;5.0
2008600;116359;4;2;10;22.0
296049;51877;6;0;7;28.0
438998;200954;7;5;17;30.0
2065982;107684;3;3;16;10.0
344520;4202;4;1;12;30.0
2389870;119948;3;4;13;30.0
759683;169270;11;6;9;3.0
2936636;107329;4;6;22;1.0
1283190;74744;32;0;11;6.0
1609853;34628;86;2;14;2.0
702167;186603;30;6;17;6.0
1229721;63687;15;5;15;14.0
2853254;111982;50;3;22;6.0
2123570;94267;10;2;17;17.0
2632784;78322;2;1;10;5.0
1443733;53643;22;3;20;3.0
2454911;37051;36;2;12;12.0
428312;67441;16;6;17;10.0
71807;8228;24;4;12;3.0
1506769;50796;17;0;12;30.0
2655709;111459;6;5;6;10.0
2508396;143890;9;0;14;4.0
1649052;7039;37;6;9;2.0
1944039;112073;1;0;17;
2317125;180236;1;0;14;
1134448;134999;38;0;13;3.0
3169326;112800;6;6;23;8.0
2278665;170435;7;5;20;3.0
1306008;186022;13;0;16;15.0
495625;12899;13;5;9;4.0
336226;53170;10;3;14;3.0
1193806;202614;1;6;10;
2957652;151072;16;1;11;21.0
1200350;151556;10;3;13;5.0
1289314;58491;35;1;20;3.0
1927969;68072;22;1;15;8.0
3139789;147931;26;5;18;5.0
2395733;16246;14;0;13;14.0
2918932;127626;5;5;10;6.0
239806;29391;5;1;15;30.0
720054;21419;19;5;10;30.0
1419631;103102;2;6;13;4.0
1841891;144467;7;3;12;16.0
3296469;137255;33;5;20;3.0
152375;156481;11;3;16;19.0
1660850;203582;1;0;23;
2104508;161861;8;0;19;7.0
1562997;178401;7;4;9;30.0
2388387;60432;33;5;16;4.0
922358;104298;1;3;17;
2769865;136468;6;1;8;8.0
1126273;169036;24;6;23;12.0
774143;190190;17;2;19;3.0
1904062;70501;1;1;14;
787337;176212;23;0;14;8.0
2725715;170329;10;4;11;30.0
3236876;4905;5;2;16;16.0
1688503;47134;3;6;14;25.0
1682472;29352;2;6;18;26.0
1372191;116612;16;6;13;3.0
2051099;108495;6;1;15;3.0
3315235;56436;6;0;16;6.0
1312413;7743;19;0;16;8.0
1232181;120066;3;0;19;13.0
2328300;77187;1;1;9;
1080727;39783;5;6;14;30.0
2377161;119318;1;6;18;
308983;81627;3;0;18;12.0
1348940;36588;66;3;20;1.0
900225;12188;17;2;12;11.0
1385039;158430;3;4;5;3.0
2822446;36471;8;3;13;1.0
817592;38326;10;5;23;30.0
2352227;136190;16;6;15;10.0
3171312;23923;8;0;13;11.0
3350991;20850;12;6;11;11.0
1027106;70791;29;1;7;7.0
1013934;120330;15;1;9;14.0
2238323;148414;28;0;10;30.0
2731816;62119;27;2;8;2.0
987136;146740;31;1;9;11.0
3019218;170679;57;6;19;7.0
2815888;86502;7;2;18;4.0
3014879;32931;24;5;12;5.0
2289173;155703;9;5;7;5.0
2488622;52886;1;6;17;
1500564;78102;11;6;16;7.0
3121620;152797;26;2;14;8.0
1779420;53633;37;3;7;8.0
163007;111676;6;0;10;4.0
1697590;162897;2;3;10;7.0
1457439;52519;10;0;14;30.0
1953673;148964;14;3;9;3.0
1891826;138116;5;0;16;11.0
3315686;77971;7;4;11;3.0
2675715;186729;4;5;0;7.0
1774007;136408;43;4;7;5.0
487950;3940;8;2;14;29.0
1287980;125158;82;3;13;6.0
3336062;82599;34;3;14;9.0
1494919;141420;10;6;10;14.0
2904067;130666;2;1;17;13.0
642744;126384;13;1;18;5.0
3166133;82705;39;4;19;1.0
3027785;119036;10;0;11;21.0
1665026;127970;5;2;14;8.0
1034157;170661;3;1;11;5.0
659118;170970;11;0;18;7.0
492900;36991;35;4;9;8.0
3358431;144184;25;3;15;12.0
675019;167336;5;3;9;28.0
2337256;85035;7;3;16;0.0
1415860;77461;1;4;17;
1138931;121402;3;1;12;30.0
1379879;154001;21;5;11;3.0
2123535;62635;2;3;13;30.0
2287548;194249;1;1;9;
2167923;53452;80;4;9;5.0
380585;45760;22;1;12;7.0
2277788;78779;2;2;12;14.0
2727677;159214;24;4;16;9.0
910607;120337;1;5;10;
2279256;174587;9;0;18;30.0
1587470;8161;36;0;14;5.0
1912586;158366;5;2;15;24.0
658148;173540;12;4;22;0.0
1393265;91731;49;5;8;2.0
3330096;91888;39;0;7;2.0
290718;70730;39;3;19;3.0
2725026;197846;8;5;10;8.0
1324510;127178;12;5;14;16.0
2453916;35973;11;4;14;19.0
151393;110634;3;0;0;22.0
1277506;50817;24;5;9;2.0
378031;34217;32;6;8;7.0
1487276;179516;10;5;9;2.0
1418077;33204;3;2;17;4.0
2163232;37302;7;4;6;4.0
3081856;24146;1;3;7;
1115920;43216;27;1;10;9.0
1872233;48517;6;4;7;4.0
237302;151491;4;4;11;3.0
1249671;180937;74;6;16;8.0
488651;181048;8;3;18;5.0
986431;71787;28;1;12;3.0
2970739;113749;2;0;8;2.0
1853515;151632;9;4;19;9.0
2045366;195478;18;5;13;0.0
1931102;72720;6;0;15;21.0
2708846;131620;14;0;14;6.0
3069434;81059;11;0;15;14.0
322360;35309;4;2;19;14.0
826179;138512;6;2;16;19.0
977843;177328;12;1;21;3.0
1665135;187420;19;0;17;11.0
1227185;144222;16;3;12;6.0
1519996;122758;83;6;15;1.0
1771503;122391;60;6;16;4.0
2192678;19744;10;0;17;30.0
97470;102601;21;0;8;7.0
634843;186420;8;0;11;20.0
2681538;191773;1;1;17;
3169272;45591;3;4;6;10.0
3308592;32636;46;3;15;8.0
